hotel_id	hotel_name	hotel_address	city	country	hotel_score
717	Mercure Paris Gobelins Place d Italie	8b, Avenue de la Sœur Rosalie, Quartier de Croulebarbe, 13th Arrondissement, Paris, Ile-de-France, France, 75013, France	Paris	France	7.6
718	H tel Original Paris	MK2 Bastille, Boulevard Richard Lenoir, Quartier de la Roquette, 11th Arrondissement, Paris, Ile-de-France, France, 75011, France	Paris	France	8.9
719	The Grand at Trafalgar Square	Northumberland House, 8, Northumberland Avenue, St Clement Danes, Covent Garden, City of Westminster, London, Greater London, England, WC2, United Kingdom	London	United Kingdom	8.3
720	The Laslett	The Laslett, 8, Pembridge Gardens, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W2 4DU, United Kingdom	London	United Kingdom	8.9
721	Novotel Paris Les Halles	8, Souterrain Grande Boucle (Voie BCL), Quartier des Halles, Quartier Les Halles, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8.4
722	Melia Paris Vendome	Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8.4
723	Chambiges Elys es	Hôtel Plaza Athénée, 25, Avenue Montaigne, Quartier des Champs-Élysées, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.9
724	MARQUIS Faubourg St Honor Relais Ch teaux	'Hôtel Marquis, Rue d''Anjou, Quartier de la Madeleine, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France'	Paris	France	8.6
725	H tel Le Bellechasse Saint Germain	10, Rue de Bellechasse, Faubourg Saint-Germain, 7th Arrondissement, Paris, Ile-de-France, France, 75007, France	Paris	France	8.7
726	Hotel Verneuil Saint Germain	Verneuil, Rue de Verneuil, Quartier de Saint-Germain-des-Prés, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	8.7
727	Hotel Daniel Paris	8, Rue Frédéric Bastiat, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.8
728	Residence Du Roy	Quartier des Champs-Élysées, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.4
729	La Maison Champs Elys es	La Maison Des Centraliens, Rue Jean Goujon, Quartier des Champs-Élysées, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.8
730	H tel Arvor Saint Georges	8, Rue Laferrière, Nouvelle Athènes, Quartier Saint-Georges, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France	Paris	France	8.7
731	The Belgrave Hotel	'The Belgrave, Belgrave Road, St. James''s, Pimlico, City of Westminster, London, Greater London, England, SW1V 2BG, United Kingdom'	London	United Kingdom	8.6
732	TheWesley	The Wesley, 81-103, Euston Street, Holborn, Somers Town, London Borough of Camden, London, Greater London, England, NW1 2EZ, United Kingdom	London	United Kingdom	8
733	Le M ridien Etoile	Hôtel Méridien Etoile, 81, Boulevard Gouvion-Saint-Cyr, Quartier des Ternes, 17th Arrondissement, Paris, Ile-de-France, France, 75017, France	Paris	France	8
734	The Hoxton Shoreditch	The Hoxton, 81, Great Eastern Street, Shoreditch, London Borough of Hackney, London, Greater London, England, EC2A 3HU, United Kingdom	London	United Kingdom	9
735	The Cavendish London	'Cavendish, 81-84, Jermyn Street, St. James''s, Mayfair, City of Westminster, London, Greater London, England, SW1Y 6JF, United Kingdom'	London	United Kingdom	8.8
736	Avo Hotel	Dalston Lane, South Hornsey, Dalston, London Borough of Hackney, London, Greater London, England, E8 3AH, United Kingdom	London	United Kingdom	8.1
737	Hotel 82 London	Hotel 82 London, 82, Gloucester Place, Marylebone, City of Westminster, London, Greater London, England, W1U 6HH, United Kingdom	London	United Kingdom	7.5
738	La Clef Tour Eiffel	Restaurant Hexagone, Avenue Kléber, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, France, 75116, France	Paris	France	9
739	Best Western Plus Seraphine Hammersmith Hotel	Kings Mall Shopping Centre, King Street, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0QB, United Kingdom	London	United Kingdom	7.8
740	La Chambre du Marais	Archives, Rue des Archives, Quartier des Enfants-Rouges, 3rd Arrondissement, Paris, Ile-de-France, France, 75003, France	Paris	France	9.4
741	Novotel Paris Centre Bercy	POPB - AccorHotels Arena, 8, Boulevard de Bercy, Quartier de Bercy, 12th Arrondissement, Paris, Ile-de-France, France, 75012, France	Paris	France	8.3
742	The Zetter Hotel	'The Zetter, 86-88, Clerkenwell Road, Saint Luke''s, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1M 5RJ, United Kingdom'	London	United Kingdom	8.9
743	Grosvenor House Suites by Jumeirah Living	'Grosvenor House Hotel, 90, Park Lane, St. James''s, Mayfair, City of Westminster, London, Greater London, England, W1K 7TN, United Kingdom'	London	United Kingdom	8.7
744	Hotel OFF Paris Seine	'Quai d''Austerlitz, Quartier de la Salpêtrière, 13th Arrondissement, Paris, Ile-de-France, France, 75013, France'	Paris	France	8.4
745	Snob Hotel by Elegancia	84, Rue Saint-Denis, Quartier Les Halles, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	9
746	Sofitel Paris Baltimore Tour Eiffel	Avenue Kléber, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, France, 75116, France	Paris	France	8.3
747	88 Studios	Holland Gardens, Holland Road, Silchester Estate, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BY, United Kingdom	London	United Kingdom	8.4
748	Adria Boutique Hotel	'Mander Portman Woodward School, 90-92, Queen''s Gate, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 5AB, United Kingdom'	London	United Kingdom	8.8
749	Best Western Premier Faubourg 88	Shop, Rue du Faubourg Poissonnière, Quartier de la Porte-Saint-Denis, 9th Arrondissement, Paris, Ile-de-France, France, 75010, France	Paris	France	8.4
750	Hotel De Vigny	11 Bis, Rue Balzac, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	7.5
751	Sydney House Chelsea	19, Sydney Street, Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 6PP, United Kingdom	London	United Kingdom	8.7
752	Radisson Blu Edwardian Bloomsbury Street	Radisson Blu Edwardian Bloomsbury Street Hotel, 9, Bloomsbury Street, Holborn, St Giles, London Borough of Camden, London, Greater London, England, WC1B 3QD, United Kingdom	London	United Kingdom	8.6
753	H tel Le Relais Saint Germain	'9, Carrefour de l''Odéon, Quartier de la Monnaie, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France'	Paris	France	9.3
754	Hotel Moonlight	'Moonlight, 9, Knaresborough Place, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0TP, United Kingdom'	London	United Kingdom	9
755	Villa Alessandra	7, Place Boulnois, Quartier des Ternes, 17th Arrondissement, Paris, Ile-de-France, France, 75017, France	Paris	France	7.3
756	Ibis Styles Paris Gare Saint Lazare	'Hôtel ibis Styles Paris Gare Saint-Lazare, 9, Rue de Constantinople, Quartier de l''Europe, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France'	Paris	France	7.7
757	Golden Tulip Opera de Noailles	9, Rue de la Michodière, Quartier Gaillon, 2nd Arrondissement, Paris, Ile-de-France, France, 75002, France	Paris	France	8.6
758	Best Western Premier Op ra Li ge	9, Rue de Liège, Quartier Saint-Georges, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France	Paris	France	8.7
759	H tel Cristal Champs Elys es	Cristal, 9, Rue Washington, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.3
760	Best Western Le Jardin de Cluny	4, Rue de Latran, Quartier de la Sorbonne, 5th Arrondissement, Paris, Ile-de-France, France, 75005, France	Paris	France	8.5
761	Le Pigalle Hotel	9, Rue Frochot, Quartier Saint-Georges, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France	Paris	France	9
762	Relais H tel du Vieux Paris	7, Rue Gît-le-Coeur, Quartier de la Monnaie, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	8.9
763	Victoire Germain	breizh, Rue Grégoire de Tours, Quartier de la Monnaie, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	9.3
764	Le Littr 	Hôtel Le Littré, Rue Littré, Quartier Notre-Dame-des-Champs, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	8.6
765	Hotel Le Sainte Beuve	9, Rue Sainte-Beuve, Quartier Notre-Dame-des-Champs, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	8.9
766	Hotel Villa Saxe Eiffel	'Villa Saxe Eiffel, Villa de Saxe, Quartier de l''École Militaire, 7th Arrondissement, Paris, Ile-de-France, France, 75007, France'	Paris	France	8.9
767	Thistle Hyde Park	Thistle Hyde Park, Lancaster Gate, Paddington, City of Westminster, London, Greater London, England, W2 3LG, United Kingdom	London	United Kingdom	7.8
768	Holiday Inn Paris Saint Germain des Pr s	Lycée polyvalent privé Saint-Nicolas, Rue de Vaugirard, Quartier Notre-Dame-des-Champs, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	8.1
769	Hotel Spa La Belle Juliette	92, Rue du Cherche-Midi, Quartier Notre-Dame-des-Champs, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France	Paris	France	8.9
770	Rochester Champs Elysees	Hôtel Rochester, Rue La Boétie, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France	Paris	France	8.5
771	DoubleTree by Hilton London West End	DoubleTree by Hilton Hotel London - West End, 92, Southampton Row, Holborn, St Giles, London Borough of Camden, London, Greater London, England, WC1B 4BH, United Kingdom	London	United Kingdom	8.3
772	Hotel d Orsay Esprit de France	'Hôtel d''Orsay, 93, Rue de Lille, Faubourg Saint-Germain, 6th Arrondissement, Paris, Ile-de-France, France, 75006, France'	Paris	France	9.1
773	Mercure Paris Opera Louvre	'2, Rue d''Amboise, Quartier Vivienne, 2nd Arrondissement, Paris, Ile-de-France, France, 75002, France'	Paris	France	8.1
774	La Villa des Ternes	Hôtel Villa des Ternes, Rue Bélidor, Quartier des Ternes, 17th Arrondissement, Paris, Ile-de-France, France, 75017, France	Paris	France	8.6
775	Holiday Inn London Kensington Forum	Holiday Inn Kensington Forum, 97, Cromwell Road, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 4DN, United Kingdom	London	United Kingdom	7.8
776	Radisson Blu Edwardian Kenilworth	Radisson Blu Edwardian Kenilworth, Bloomsbury Street, Holborn, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1B 3LB, United Kingdom	London	United Kingdom	8.2
777	H tel Monna Lisa Champs Elys es	'Métro 3: Gallieni, Rue de l''Arcade, Quartier de la Madeleine, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75008, France'	Paris	France	8.7
778	H tel Waldorf Trocad ro	97, Rue Lauriston, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, France, 75116, France	Paris	France	8.5
779	Best Western Amiral Hotel	4, Rue du Docteur Laurent, Cité Florale, Quartier de la Maison-Blanche, 13th Arrondissement, Paris, Ile-de-France, France, 75013, France	Paris	France	7.5
780	Hotel Les Th tres	10, Rue Chénier, Quartier de Bonne-Nouvelle, 2nd Arrondissement, Paris, Ile-de-France, France, 75002, France	Paris	France	8.2
781	Mercure Paris 17 me Saint Lazare Monceau	99, Rue de Rome, Quartier de la Madeleine, 8th Arrondissement of Paris, Paris, Ile-de-France, France, 75017, France	Paris	France	7.9
782	Melia White House Hotel	Robert Street, Albany Street, Somers Town, London Borough of Camden, London, Greater London, England, NW1 4AB, United Kingdom	London	United Kingdom	8.3
783	Sir Albert Hotel	2, Albert Cuypstraat, Oude Pijp, Amsterdam, North Holland, Netherlands, 1072CT, The Netherlands	Amsterdam	Netherlands	8.8
784	The Waldorf Hilton	Bush House, 30, Aldwych, St Clement Danes, Covent Garden, City of Westminster, London, Greater London, England, WC2B 4BG, United Kingdom	London	United Kingdom	8.4
785	Corendon Vitality Hotel Amsterdam	Corendon City Hotel Amsterdam, 7, Aletta Jacobslaan, Park Haagseweg, Amsterdam, North Holland, Netherlands, 1066 BP, The Netherlands	Amsterdam	Netherlands	8.4
786	Hotel Bellevue Wien	Bellevue, 5, Althanstraße, Thurygrund II, KG Alsergrund, Alsergrund, Vienna, 1090, Austria	Vienna	Austria	8.1
787	Maison Borella	Navigli, Largo Ascari, Moncucco, Milan, Lombardy, 20143, Italy	Milan	Italy	9.1
788	Hotel Am Konzerthaus Vienna MGallery by Sofitel	Hotel am Konzerthaus, 35-37, Am Heumarkt, Botschaftsviertel, KG Landstraße, Landstraße, Vienna, 1030, Austria	Vienna	Austria	8.6
789	Park Hyatt Vienna	4, Bognergasse, Widmerviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	9.3
790	Hilton Vienna	2, Landstraßer Hauptstraße, Botschaftsviertel, KG Landstraße, Landstraße, Vienna, 1030, Austria	Vienna	Austria	8
791	Catalonia Port	1, Carrer Ample, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain	Barcelona	Spain	8.8
792	Hampshire Hotel Rembrandt Square Amsterdam	Grachtengordel, Amsterdam, North Holland, Netherlands, 1017 DA, The Netherlands	Amsterdam	Netherlands	7.8
793	Eurostars Angli	'Eurostar Anglí, 60, Carrer d''Anglí, Sarrià, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalonia, 08017, Spain'	Barcelona	Spain	8.3
794	Pillows Anna van den Vondel Amsterdam	Hotel de Filosoof, 6, Anna van den Vondelstraat, Oud-West, Amsterdam, North Holland, Netherlands, 1054 GZ, The Netherlands	Amsterdam	Netherlands	9.4
795	Schlosshotel R mischer Kaiser	Römischer Kaiser, 16, Annagasse, Kärntner Viertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.9
796	Hotel Mailberger Hof	7, Annagasse, Kärntner Viertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.4
797	Best Western Delphi Hotel	Best Western Delphi Hotel, 101-105, Apollolaan, Apollobuurt, Amsterdam, North Holland, Netherlands, 1077AN, The Netherlands	Amsterdam	Netherlands	7.5
798	Apollofirst Boutique Hotel	123, Apollolaan, Apollobuurt, Amsterdam, North Holland, Netherlands, 1077AP, The Netherlands	Amsterdam	Netherlands	8.5
799	Hilton Amsterdam	Hilton Amsterdam, 138, Apollolaan, Apollobuurt, Amsterdam, North Holland, Netherlands, 1077 BG, The Netherlands	Amsterdam	Netherlands	8.3
800	Apollo Hotel Amsterdam	Apollohal, Apollolaan, Nieuwe Pijp, Amsterdam, North Holland, Netherlands, 1077BA, The Netherlands	Amsterdam	Netherlands	8.2
801	Catalonia Catedral	Mango, , Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain	Barcelona	Spain	9.2
802	Element Amsterdam	Gelderlandplein, Amsterdam, North Holland, Netherlands, 1082LW, The Netherlands	Amsterdam	Netherlands	8.9
803	Axel Hotel Barcelona Urban Spa Adults Only	'267, Carrer del Consell de Cent, l''Antiga Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08011, Spain'	Barcelona	Spain	8
804	Cram	'214, 216, Carrer d''Aragó, l''Antiga Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 080007, Spain'	Barcelona	Spain	8.5
805	Urban Lodge Hotel	14, Arlandaweg, Kolenkitbuurt, Amsterdam, North Holland, Netherlands, 1043EW, The Netherlands	Amsterdam	Netherlands	8.6
806	Novotel Wien City	1, Aspernbrückengasse, Afrikanerviertel, KG Leopoldstadt, Leopoldstadt, Vienna, 1020, Austria	Vienna	Austria	8.1
807	The Levante Parliament A Design Hotel	The Levante Parliament, 9, Auerspergstraße, Buchfeld, KG Josefstadt, Josefstadt, Vienna, 1080, Austria	Vienna	Austria	8.4
808	Room Mate Gerard	'19, Carrer de Bailèn, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08009, Spain'	Barcelona	Spain	9
809	H10 Marina Barcelona	H10 Marina Barcelona, 64-68, Avinguda del Bogatell, la Vila Olímpica del Poblenou, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalonia, 08071, Spain	Barcelona	Spain	8.2
810	Barcelona Princess	Hotel Barcelona Princess, 1, Avinguda Diagonal, el Besòs i el Maresme, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalonia, 08019, Spain	Barcelona	Spain	8.3
811	Novotel Barcelona City	Hotel Novotel Barcelona City, 201, Avinguda Diagonal, el Parc i la Llacuna del Poblenou, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalonia, 08018, Spain	Barcelona	Spain	8.4
812	The Gates Diagonal Barcelona	The Gates Hotel Diagonal Barcelona, 205, Avinguda Diagonal, el Parc i la Llacuna del Poblenou, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalonia, 08018, Spain	Barcelona	Spain	8
813	AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel	'L''illa Diagonal, 555, Avinguda Diagonal, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08029, Spain'	Barcelona	Spain	8.6
814	Wilson Boutique Hotel	568, Avinguda Diagonal, Galvany, Sant Gervasi - Galvany, Gràcia, Barcelona, Barcelonès, Barcelona, Catalonia, 08021, Spain	Barcelona	Spain	8.7
815	NH Hesperia Barcelona Presidente	Hesperia Presidente, 570, Avinguda Diagonal, Galvany, Sant Gervasi - Galvany, Gràcia, Barcelona, Barcelonès, Barcelona, Catalonia, 08021, Spain	Barcelona	Spain	8.6
816	Hilton Barcelona	Hilton Barcelona, 589, Avinguda Diagonal, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08014, Spain	Barcelona	Spain	8.1
817	Vincci Mae	6, Travessera de Gràcia, Galvany, Sant Gervasi - Galvany, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalonia, 08021, Spain	Barcelona	Spain	8.9
818	Fairmont Rey Juan Carlos I	Avinguda Diagonal (lateral mar), la Maternitat i Sant Ramon, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08906, Spain	Barcelona	Spain	8.3
819	Pullman Barcelona Skipper	Hotel Pullman Barcelona Skipper, 10, Carrer de Trelawny, la Barceloneta, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08071, Spain	Barcelona	Spain	8.6
820	Hotel Ciutadella Barcelona	'Hotel Ciutadella Barcelona, Carrer d''Ocata, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08003, Spain'	Barcelona	Spain	8.1
821	Catalonia Atenas	145, Avinguda Meridiana, Navas, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalonia, 08027, Spain	Barcelona	Spain	7.9
822	Tryp Barcelona Apolo Hotel	57, Avinguda del Paral·lel, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalonia, 08004, Spain	Barcelona	Spain	7.8
823	Sansi Pedralbes	Hotel Sansi, 1, Avinguda de Pearson, Pedralbes, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08034, Spain	Barcelona	Spain	8.4
824	Crowne Plaza Barcelona Fira Center	Hall 2, Avinguda de Rius i Taulet, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalonia, 8015, Spain	Barcelona	Spain	8.8
825	Gran Hotel Torre Catalunya	Nobu Hotel Barcelona, 2-4, Avinguda de Roma, Hostafrancs, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08029, Spain	Barcelona	Spain	8.5
826	H10 Itaca	'H10 Itaca, 22, 28, Avinguda de Roma, la Nova Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08029, Spain'	Barcelona	Spain	8.2
827	Hotel Abbot	'Hotel Sercotel Abbot, Avinguda de Roma, la Nova Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08029, Spain'	Barcelona	Spain	7.4
828	Sercotel Amister Art Hotel Barcelona	'Sercotel Ámister Art Hotel, 93:95, Avinguda de Roma, la Nova Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08029, Spain'	Barcelona	Spain	8.5
829	Melia Barcelona Sarri 	Hotel Melià Barcelona, 46, 50, Avinguda de Sarrià, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08029, Spain	Barcelona	Spain	8.1
830	ABaC Restaurant Hotel Barcelona GL Monumento	ABaC, Avinguda del Tibidabo, la Bonanova, Sant Gervasi - la Bonanova, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalonia, 08022, Spain	Barcelona	Spain	8.8
831	Col n Hotel Barcelona	35, Via Laietana, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08010, Spain	Barcelona	Spain	8.9
832	Hotel SB Icaria Barcelona	SB Icaria Barcelona, Passatge del General Bassols, la Vila Olímpica del Poblenou, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalonia, 08071, Spain	Barcelona	Spain	8
833	Hotel Barcelona Universal	5, Carrer de Sant Pau, el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain	Barcelona	Spain	8.8
834	Aparthotel Arai 4 Superior	'Arai, 30, Carrer d''Avinyó, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 80002, Spain'	Barcelona	Spain	9.3
835	Hotel Ronda Lesseps	46, Avinguda de la República Argentina, el Putget, el Putget i Farró, Gràcia, Barcelona, Barcelonès, Barcelona, Catalonia, 08023, Spain	Barcelona	Spain	7.4
836	Hotel Barcelona Center	'99-105, Carrer de Balmes, l''Antiga Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08008, Spain'	Barcelona	Spain	8.4
837	Olivia Balmes Hotel	'115, 117, Carrer de Balmes, l''Antiga Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08008, Spain'	Barcelona	Spain	9.3
838	Catalonia Diagonal Centro	'142, 146, Carrer de Balmes, l''Antiga Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 8002, Spain'	Barcelona	Spain	8.1
839	The Capital	Capital Hotel, Basil Street, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 1BA, United Kingdom	London	United Kingdom	9
840	Vienna Sporthotel	Vienna Sporthotel, 83, Baumgasse, Erdberger Mais, KG Landstraße, Landstraße, Vienna, 1030, Austria	Vienna	Austria	8.4
841	Megaro Hotel	California Hotel, Belgrove Street, Holborn, London Borough of Camden, London, Greater London, England, WC1H 8AB, United Kingdom	London	United Kingdom	8.8
842	Hotel De Hallen	De Hallen, Hannie Dankbaarpassage, Kinkerbuurt, Amsterdam, North Holland, Netherlands, 1053CC, The Netherlands	Amsterdam	Netherlands	8.8
843	AC Hotel Victoria Suites a Marriott Lifestyle Hotel	18, Avinguda de Pedralbes, Pedralbes, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08034, Spain	Barcelona	Spain	8.6
844	Catalonia Plaza Catalunya	'Hotel Catalonia Plaça Catalunya, Carrer de Bergara, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain'	Barcelona	Spain	8.6
845	Hotel Regina	'Hotel Regina, Carrer de Bergara, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain'	Barcelona	Spain	8.5
846	Hotel Pulitzer	'Hotel Regina, Carrer de Bergara, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain'	Barcelona	Spain	8.8
847	Hotel Alimara	'Alimara Barcelona Hotel, 126, Carrer de Berruguete, la Vall d''Hebron, Horta-Guinardó, Barcelona, Barcelonès, Barcelona, Catalonia, 08035, Spain'	Barcelona	Spain	8.1
848	Thistle Holborn The Kingsley	Bloomsbury Way, Holborn, St Giles, London Borough of Camden, London, Greater London, England, WC1A 2SN, United Kingdom	London	United Kingdom	8.5
849	Hotel Boltzmann	Hotel Boltzmann, 8, Boltzmanngasse, Thurygrund II, KG Alsergrund, Alsergrund, Vienna, 1090, Austria	Vienna	Austria	8.1
850	The Westbury A Luxury Collection Hotel Mayfair London	'Burlian House, 325-329, Oxford Street, St. James''s, Mayfair, City of Westminster, London, Greater London, England, W1C 2HR, United Kingdom'	London	United Kingdom	8.2
851	Petit Palace Boqueria Garden	'Jardí de la Casa Ignacio de Puig, Carrer d''Aroles, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 80002, Spain'	Barcelona	Spain	8.5
852	Mercer House B ria BCN	24, Via Laietana, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain	Barcelona	Spain	8.6
853	Hotel ViennArt am Museumsquartier	Zu den drei großen Kronen, Kirchberggasse, KG Neubau, Neubau, Vienna, 1070, Austria	Vienna	Austria	8.4
854	Crowne Plaza London Battersea	Battersea, London Borough of Wandsworth, London, Greater London, England, SW11 3GZ, United Kingdom	London	United Kingdom	8.8
855	Amba Hotel Marble Arch	Amba Hotel Marble Arch, Old Quebec Street, Marylebone, City of Westminster, London, Greater London, England, W1H 7AW, United Kingdom	London	United Kingdom	8.5
856	Taj 51 Buckingham Gate Suites and Residences	'St. James'' Court, A Taj Hotel, Buckingham Gate, St. James''s, Victoria, City of Westminster, London, Greater London, England, SW1E 6AX, United Kingdom'	London	United Kingdom	9.5
857	Hotel Sans Souci Wien	NÖ Gebietskrankenkasse, 2, Burggasse, KG Neubau, Neubau, Vienna, 1070, Austria	Vienna	Austria	9.4
858	Catalonia La Pedrera	368, Carrer de Còrsega, la Vila de Gràcia, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08037, Spain	Barcelona	Spain	8.4
859	Ohla Eixample	'289, 291, Carrer de Còrsega, l''Antiga Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 8002, Spain'	Barcelona	Spain	9.1
860	Jumeirah Carlton Tower	Cadogan Place NCP, Cadogan Place, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW1X 9PU, United Kingdom	London	United Kingdom	8.6
861	Hotel Villa Emilia	'80, Carrer de la Diputació, la Nova Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08015, Spain'	Barcelona	Spain	9.1
862	TWO Hotel Barcelona by Axel 4 Sup Adults Only	90, Carrer de Calàbria, Project Area Sant Antoni, Sant Antoni, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08015, Spain	Barcelona	Spain	8.8
863	Hotel Best Western PLUS Alfa Aeropuerto	ALFA Aeropuerto, Carrer K, la Marina del Prat Vermell, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalonia, 08820, Spain	Barcelona	Spain	7.8
864	AC Hotel Irla a Marriott Lifestyle Hotel	Arc hotel Irla, Carrer de Calvet, Galvany, Sant Gervasi - Galvany, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalonia, 08021, Spain	Barcelona	Spain	7.9
865	Hotel Barcelona Catedral	Catedral, Carrer dels Capellans, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 80002, Spain	Barcelona	Spain	8.9
