"movie_id","movie_title_en","movie_title_fr","movie_year"
"24589","Senna","Senna","2010"
"24590","Bless the Child","L'Élue","2000"
"24591","Cecil B. DeMented","Cecil B. Demented","2000"
"24592","The Eyes of Tammy Faye","The Eyes of Tammy Faye","2000"
"24593","The Opportunists","Les Opportunistes","2000"
"24594","The English Teacher","The English Teacher","2013"
"24595","The Replacements","Les Remplaçants","2000"
"24596","Family Guy Presents: It's a Trap","Family Guy Presents: It's a Trap","2010"
"24597","The Cell","The Cell","2000"
"24598","Godzilla 2000","Godzilla 2000","1999"
"24599","The Original Kings of Comedy","The Original Kings of Comedy","2000"
"24600","The Naked Gun: From the Files of Police Squad!","Y a-t-il un flic pour sauver la reine ?","1988"
"24601","The Naked Gun 2 1/2: The Smell of Fear","Y a-t-il un flic pour sauver le président ?","1991"
"24602","Insidious","Insidious","2010"
"24603","Our Town","Une petite ville sans histoire","1940"
"24604","Shane","L'Homme des vallées perdues","1953"
"24605","The Proposal","La Proposition","2009"
"24606","Suddenly, Last Summer","Soudain l'été dernier","1959"
"24607","Jonestown: The Life and Death of Peoples Temple","Jonestown: The Life and Death of Peoples Temple","2006"
"24608","Cat Ballou","Cat Ballou","1965"
"24609","The Devil Rides Out","Les Vierges de Satan","1968"
"24610","Supergirl","Supergirl","1984"
"24611","Hobo with a Shotgun","Hobo with a Shotgun","2011"
"24612","The Art of War","L'Art de la guerre","2000"
"24613","The Ballad of Ramblin' Jack","The Ballad of Ramblin' Jack","2000"
"24614","Bring It On","American Girls","2000"
"24615","Catfish in Black Bean Sauce","Catfish in Black Bean Sauce","2000"
"24616","Love & Sex","Love & Sex","2000"
"24617","Steal This Movie!","Steal This Movie!","2000"
"24618","Red Dust","La Belle de Saïgon","1932"
"24619","Highlander: Endgame","Highlander: Endgame","2000"
"24620","Back Stage","Fatty cabotin","2000"
"24621","Turn It Up","Turn It Up","2000"
"24622","Mud","Mud : Sur les rives du Mississippi","2012"
"24623","Anatomy","Anatomie","2000"
"24624","Nurse Betty","Nurse Betty","2000"
"24625","The Watcher","The Watcher","2000"
"24626","The Way of the Gun","Way of the Gun","2000"
"24627","Almost Famous","Presque célèbre","2000"
"24628","Crime and Punishment in Suburbia","Crime + Punishment","2000"
"24629","Duets","Duets","2000"
"24630","Year One","L'An 1 : Des débuts difficiles","2009"
"24631","Goya in Bordeaux","Goya à Bordeaux","1999"
"24632","Urbania","Urbania","2000"
"24633","The Specials","The Specials","2000"
"24634","Under Suspicion","Suspicion","2000"
"24635","Urban Legends: Final Cut","Urban Legend 2","2000"
"24636","Woman on Top","Amour, piments et bossa nova","2000"
"24637","Dancer in the Dark","Dancer in the Dark","2000"
"24638","Best in Show","Bêtes de scène","2000"
"24639","Bill Hicks: Revelations","Bill Hicks: Revelations","1993"
"24640","Barenaked in America","Barenaked in America","1999"
"24641","The Broken Hearts Club","Le Club des cœurs brisés","2000"
"24642","Girlfight","Girlfight","2000"
"24643","Remember the Titans","Le Plus Beau des combats","2000"
"24644","Hellraiser","Le Pacte","1987"
"24645","Hellbound: Hellraiser II","Hellraiser 2","1988"
"24646","Hellraiser III: Hell on Earth","Hellraiser 3","1992"
"24647","Faraway, So Close","Si loin, si proche !","1993"
"24648","Beach Party","Beach Ball","1963"
"24649","Bikini Beach","Bikini Beach","1964"
"24650","Return of the Fly","Le Retour de la mouche","1959"
"24651","Tyson","Tyson","2008"
"24652","Pajama Party","Pajama Party","1964"
"24653","Stranger Than Paradise","Stranger Than Paradise","1984"
"24654","Voyage to the Bottom of the Sea","Le Sous-marin de l'apocalypse","1961"
"24655","Fantastic Voyage","Le Voyage fantastique","1966"
"24656","Abbott and Costello Meet Frankenstein","Deux nigauds contre Frankenstein","1948"
"24657","The Bank Dick","Mines de rien","1940"
"24658","The Creature from the Black Lagoon","L'Étrange Créature du lac noir","1954"
"24659","The Invisible Man","L'Homme invisible","1933"
"24660","The Killer Shrews","The Killer Shrews","1959"
"24661","Kronos","Kronos","1957"
"24662","Phantom of the Opera","Le Fantôme de l'Opéra","1943"
"24663","Runaway","Runaway : L'Évadé du futur","1984"
"24664","The Slumber Party Massacre","Slumber Party Massacre","1982"
"24665","Slumber Party Massacre II","Slumber Party Massacre II","1987"
"24666","Slumber Party Massacre III","Slumber Party Massacre III","1990"
"24667","Family Guy Presents Stewie Griffin: The Untold Story","L'Incroyable Histoire de Stewie Griffin","2005"
"24668","Sorority House Massacre","Sorority House Massacre","1986"
"24669","Sorority House Massacre II","Sorority House Massacre II","1990"
"24670","Bamboozled","The Very Black Show","2000"
"24671","The Hurt Locker","Démineurs","2008"
"24672","Digimon: The Movie","Digimon, le film","2000"
"24673","Get Carter","La Loi du milieu","2000"
"24674","Get Carter","La Loi du milieu","1971"
"24675","Meet the Parents","Mon beau-père et moi","2000"
"24676","Requiem for a Dream","Requiem for a Dream","2000"
"24677","Legendary Weapons of China","Les 18 armes légendaires du kung-fu","1982"
"24678","Tigerland","Tigerland","2000"
"24679","Two Family House","Two Family House","2000"
"24680","The Contender","Manipulations","2000"
"24681","Dr. T and the Women","Docteur T et les Femmes","2000"
"24682","The Ladies Man","Le Tombeur de ces dames","2000"
"24683","Lost Souls","Les Âmes perdues","2000"
"24684","Billy Jack","Billy Jack","1971"
"24685","Breakfast with Scot","Breakfast with Scot","2007"
"24686","The Time Machine","La Machine à explorer le temps","1960"
"24687","Haunted","Haunted","1995"
"24688","Win Win","Les Winners","2011"
"24689","Ghoulies","Ghoulies","1985"
"24690","Ghoulies II","Ghoulies II","1987"
"24691","The Unsinkable Molly Brown","La Reine du Colorado","1964"
"24692","The Adventures of Ichabod and Mr. Toad","Le Crapaud et le Maître d'école","1949"
"24693","The Strange Love of Martha Ivers","L'Emprise du crime","1946"
"24694","Detour","Détour","1945"
"24695","Billy Elliot","Billy Elliot","2000"
"24696","Bedazzled","Fantasmes","2000"
"24697","Pay It Forward","Un monde meilleur","2000"
"24698","Shrek the Third","Shrek le troisième","2007"
"24699","The Beyond","L'Au-delà","1981"
"24700","The Private Eyes","Deux débiles chez le fantôme","1981"
"24701","Once","Once","2006"
"24702","The Legend of Drunken Master","Combats de maître","1994"
"24703","Book of Shadows: Blair Witch 2","Blair Witch 2 : Le Livre des ombres","2000"
"24704","Pirates of the Caribbean: At World's End","Pirates of the Caribbean: At World's End","2007"
"24705","Lucky Numbers","Le Bon Numéro","2000"
"24706","Pawn","Pawn","2013"
"24707","Stardom","Stardom","2000"
"24708","Charlie's Angels","Charlie et ses drôles de dames","2000"
"24709","Mr. Brooks","Mr. Brooks","2007"
"24710","The Legend of Bagger Vance","La Légende de Bagger Vance","2000"
"24711","Little Nicky","Little Nicky","2000"
"24712","Men of Honor","Les Chemins de la dignité","2000"
"24713","Red Planet","Planète rouge","2000"
"24714","Gracie","Gracie","2007"
"24715","The Limits of Control","The Limits of Control","2009"
"24716","You Can Count on Me","Tu peux compter sur moi","2000"
"24717","Diamonds Are Forever","Les diamants sont éternels","1971"
"24718","The Eagle Has Landed","L'aigle s'est envolé","1976"
"24719","The 6th Day","À l'aube du sixième jour","2000"
"24720","The Librarian: Return to King Solomon's Mines","Les Aventures de Flynn Carson : Le Trésor du roi Salomon","2006"
"24721","Bounce","Un amour infini","2000"
"24722","How the Grinch Stole Christmas","How the Grinch Stole Christmas","2000"
"24723","One Day in September","Un jour en septembre","1999"
"24724","Raiders of the Lost Ark: The Adaptation","Raiders of the Lost Ark: The Adaptation","1989"
"24725","Rugrats in Paris: The Movie","Les Razmoket à Paris, le film","2000"
"24726","102 Dalmatians","102 Dalmatiens","2000"
"24727","Transformers: Revenge of the Fallen","Transformers 2","2009"
"24728","Malèna","Malèna","2000"
"24729","Home","Home","2009"
"24730","Quills","Quills, la plume et le sang","2000"
"24731","Unbreakable","Incassable","2000"
"24732","Crouching Tiger, Hidden Dragon","Tigre et Dragon","2000"
"24733","Dungeons & Dragons","Donjons et Dragons","2000"
"24734","Proof of Life","L'Échange","2000"
"24735","Vertical Limit","Vertical Limit","2000"
"24736","The Bounty","Le Bounty","1984"
"24737","Code of Silence","Sale temps pour un flic","1985"
"24738","Planes, Trains & Automobiles","Un ticket pour deux","1987"
"24739","She's Having a Baby","La Vie en plus","1988"
"24740","The Living Daylights","Tuer n'est pas jouer","1987"
"24741","Transformers: The Movie","La Guerre des robots","1986"
"24742","Wall Street","Wall Street","1987"
"24743","Born on the Fourth of July","Né un 4 juillet","1989"
"24744","Talk Radio","Conversations nocturnes","1988"
"24745","The Hobbit: The Battle of the Five Armies","Le Hobbit : La Bataille des Cinq Armées","2014"
"24746","Brewster's Millions","Comment claquer un million de dollars par jour","1985"
"24747","Snatch","Snatch : Tu braques ou tu raques","2000"
"24748","Punchline","Le Mot de la fin","1988"
"24749","Selma","Selma","2014"
"24750","Chocolat","Le Chocolat","2000"
"24751","Dude, Where's My Car?","Eh mec ! Elle est où ma caisse ?","2000"
"24752","Unbroken","Invincible","2014"
"24753","The Emperor's New Groove","The Emperor's New Groove","2000"
"24754","Pollock","Pollock","2000"
"24755","What Women Want","Ce que veulent les femmes","2000"
"24756","Finding Forrester","À la rencontre de Forrester","2000"
"24757","The Gift","Intuitions","2000"
"24758","Before Night Falls","Avant la nuit","2000"
"24759","Cast Away","Seul au monde","2000"
"24760","The File on Thelma Jordan","La Femme à l'écharpe pailletée","1950"
"24761","The Family Man","Family Man","2000"
"24762","The House of Mirth","Chez les heureux du monde","2000"
"24763","Miss Congeniality","Miss Détective","2000"
"24764","Nowhere to Hide","Sur la trace du serpent","1999"
"24765","O Brother, Where Art Thou?","O'Brother","2000"
"24766","State and Main","Séquences et Conséquences","2000"
"24767","Dracula 2000","Dracula 2001","2000"
"24768","All the Pretty Horses","De si jolis chevaux","2000"
"24769","Thirteen Days","Treize jours","2000"
"24770","Traffic","Traffic","2000"
"24771","The Claim","Rédemption","2000"
"24772","Shadow of the Vampire","L'Ombre du vampire","2000"
"24773","House of Games","Engrenages","1987"
"24774","Eagle vs Shark","À chacun sa chacune","2007"
"24775","Annie","Annie","1982"
"24776","Don't Tell Mom the Babysitter's Dead","Panique chez les Crandell","1991"
"24777","An Officer and a Gentleman","Officier et Gentleman","1982"
"24778","The Alamo","Alamo","1960"
"24779","At Close Range","Comme un chien enragé","1986"
"24780","Breakheart Pass","Le Solitaire de Fort Humboldt","1975"
"24781","Friendly Persuasion","Friendly Persuasion","1956"
"24782","Gettysburg","Gettysburg","1993"
"24783","Imaginary Crimes","Imaginary Crimes","1994"
"24784","Horrors of Spider Island","L'Île du sadique","1960"
"24785","Antitrust","Antitrust","2001"
"24786","Double Take","Double Take","2001"
"24787","Save the Last Dance","Save the Last Dance","2001"
"24788","Panic","Panic","2000"
"24789","88 Minutes","88 Minutes","2008"
"24790","The Pledge","The Pledge","2001"
"24791","Love Field","Love Field","1992"
"24792","The Man in the Moon","Un été en Louisiane","1991"
"24793","Mystic Pizza","Mystic Pizza","1988"
"24794","Prelude to a Kiss","Le Baiser empoisonné","1992"
"24795","The Hunger Games: Mockingjay - Part 2","Hunger Games : La Révolte, partie 2","2015"
"24796","I'm Gonna Git You Sucka","I'm Gonna Git You Sucka","1988"
"24797","Untamed Heart","Cœur sauvage","1993"
"24798","Pixels","Pixels","2015"
"24799","Sugar & Spice","Bad Girls","2001"
"24800","The Wedding Planner","Un mariage trop parfait","2001"
"24801","Whatever Works","Whatever Works","2009"
"24802","Ghosts of Girlfriends Past","Hanté par ses ex","2009"
"24803","The Invisible Circus","Vérité apparente","2001"
"24804","Syrup","Syrup","2013"
"24805","Two Ninas","Two Ninas","1999"
"24806","With a Friend Like Harry...","Harry, un ami qui vous veut du bien","2000"
"24807","Amazon Women on the Moon","Cheeseburger film sandwich","1987"
"24808","Baby Boom","Baby Boom","1987"
"24809","Back to the Beach","Back to the Beach","1987"
"24810","Boy","Le Petit Garçon","2010"
"24811","Barfly","Barfly","1987"
"24812","Beverly Hills Cop II","Le Flic de Beverly Hills 2","1987"
"24813","Beverly Hills Cop","Le Flic de Beverly Hills","1984"
"24814","The Big Easy","Big Easy : Le Flic de mon cœur","1987"
"24815","The Big Town","The Big Town","1987"
"24816","Born in East L.A.","Born in East L.A.","1987"
"24817","The Brave Little Toaster","Le Petit Grille-pain courageux","1987"
"24818","Can't Buy Me Love","Can't Buy Me Love","1987"
"24819","Cherry 2000","Cherry 2000","1987"
"24820","The Woman in the Fifth","La Femme du Vème","2011"
"24821","Cry Freedom","Cry Freedom","1987"
"24822","Diary of a Wimpy Kid: Rodrick Rules","Journal d'un dégonflé : Rodrick fait sa loi","2011"
"24823","The Dead","Gens de Dublin","1987"
"24824","Dogs in Space","Dogs in Space","1987"
"24825","Eddie Murphy Raw","Eddie Murphy Raw","1987"
"24826","The Great Gatsby","Gatsby le Magnifique","2013"
"24827","Empire of the Sun","Empire du soleil","1987"
"24828","Ernest Goes to Camp","Ernest Goes to Camp","1987"
"24829","The Evil Dead","Evil Dead","1981"
"24830","Public Enemies","Public Enemies","2009"
"24831","Extreme Prejudice","Extrême préjudice","1987"
"24832","Five Corners","Five Corners","1987"
"24833","Flowers in the Attic","Flowers in the Attic","1987"
"24834","Ice Age: Dawn of the Dinosaurs","L'Âge de glace 3 : Le Temps des dinosaures","2009"
"24835","Henry's Crime","Braquage à New York","2010"
"24836","Gardens of Stone","Jardins de pierre","1987"
"24837","Good Morning, Babylon","Good Morning, Babylon","1987"
"24838","Hiding Out","Hiding Out","1987"
"24839","Hollywood Shuffle","Hollywood Shuffle","1987"
"24840","Hope and Glory","Hope and Glory","1987"
"24841","Prison Break: The Final Break","La Dernière Évasion","2009"
"24842","Innerspace","L'Aventure intérieure","1987"
"24843","Ironweed","Ironweed","1987"
"24844","Ishtar","Ishtar","1987"
"24845","Jaws: The Revenge","Les Dents de la mer 4","1987"
"24846","Less Than Zero","Neige sur Beverly Hills","1987"
"24847","Playing It Cool","Comment séduire une amie","2014"
"24848","The Lost Boys","Génération perdue","1987"
"24849","Maid to Order","Maid to Order","1987"
"24850","Making Mr. Right","Et la femme créa l'homme parfait","1987"
"24851","Mannequin","Mannequin","1987"
"24852","Masters of the Universe","Les Maîtres de l'univers","1987"
"24853","The Monster Squad","The Monster Squad","1987"
"24854","A Month in the Country","Un mois à la campagne","1987"
"24855","Hop","Hop","2011"
"24856","No Man's Land","No Man's Land","1987"
"24857","North Shore","North Shore","1987"
"24858","Star Trek Into Darkness","Star Trek Into Darkness","2013"
"24859","Head Over Heels","Folles de lui","2001"
"24860","Left Behind: The Movie","Left Behind: The Movie","2000"
"24861","Valentine","Mortelle Saint-Valentin","2001"
"24862","In the Mood For Love","In the Mood for Love","2000"
"24863","The Million Dollar Hotel","The Million Dollar Hotel","2001"
"24864","Hannibal","Hannibal","2001"
"24865","Daria: Is It College Yet?","Adieu le lycée","2002"
"24866","Saving Silverman","Diablesse","2001"
"24867","The Taste of Others","Le Goût des autres","2000"
"24868","Down to Earth","Les Pieds sur terre","2001"
"24869","Sweet November","Sweet November","2001"
"24870","Company Man","Company Man","2000"
"24871","Monkeybone","Monkeybone","2001"
"24872","3000 Miles to Graceland","Destination: Graceland","2001"
"24873","The Mexican","Le Mexicain","2001"
"24874","See Spot Run","Spot","2001"
"24875","New Police Story","New Police Story","2004"
"24876","Wish You Were Here","Wish You Were Here","2012"
"24877","Series 7: The Contenders","Series 7: The Contenders","2001"
"24878","Cashback","Cashback","2006"
"24879","15 Minutes","15 minutes","2001"
"24880","Get Over It","Get Over It","2001"
"24881","Blow Dry","Coup de peigne","2001"
"24882","Ocean's Thirteen","Ocean's Thirteen","2007"
"24883","Long Night's Journey Into Day","Long Night's Journey Into Day","2000"
"24884","When Brendan Met Trudy","Brendan et Trudy","2000"
"24885","Avalon","Avalon","1990"
"24886","Them","Ils","2006"
"24887","Gray's Anatomy","Gray's Anatomy","1996"
"24888","The Internship","Les Stagiaires","2013"
"24889","The Mirror Crack'd","Le miroir se brisa","1980"
"24890","My Sister's Keeper","Ma vie pour la tienne","2009"
"24891","Of Mice and Men","Des souris et des hommes","1939"
"24892","Pixote","Pixote, la loi du plus faible","1981"
"24893","Reform School Girls","Les Anges du mal 2","1986"
"24894","Tapeheads","Tapeheads","1988"
"24895","The Boy","The Boy","2016"
"24896","The Unbelievable Truth","L'Incroyable Vérité","1989"
"24897","The Bishop's Wife","Honni soit qui mal y pense","1947"
"24898","Elvis: That's the Way It Is","Elvis: That's the Way It Is","1970"
"24899","Hood of Horror","Hood of Horror","2006"
"24900","The Fortune Cookie","La Grande Combine","1966"
"24901","Lilies of the Field","Le Lys des champs","1963"
"24902","Hans Christian Andersen","Hans Christian Andersen et la Danseuse","1952"
"24903","The Greatest Story Ever Told","La Plus Grande Histoire jamais contée","1965"
"24904","Elmer Gantry","Elmer Gantry le charlatan","1960"
"24905","Alfie","Alfie le dragueur","1966"
"24906","Zenon: The Zequel","Zenon: The Zequel","2001"
"24907","A Girl Walks Home Alone at Night","A Girl Walks Home Alone at Night","2014"
"24908","I Know Where I'm Going!","Je sais où je vais","1945"
"24909","Zenon: Girl of the 21st Century","Zenon: Girl of the 21st Century","1999"
"24910","The Abominable Dr. Phibes","L'Abominable Docteur Phibes","1971"
"24911","Real Life","Real Life","1979"
"24912","Battle Beyond the Stars","Les Mercenaires de l'espace","1980"
"24913","Zenon: Z3","Zenon: Z3","2004"
"24914","Double Impact","Double Impact","1991"
"24915","The End","The End","1978"
"24916","Harley Davidson and the Marlboro Man","Harley Davidson et l'Homme aux santiags","1991"
"24917","Bill Hicks: Relentless","Bill Hicks: Relentless","1992"
"24918","Mermaids","Les Deux Sirènes","1990"
"24919","Navy Seals","Navy Seals : Les Meilleurs","1990"
"24920","Unmade Beds","London Nights","1997"
"24921","Manhunter","Le Sixième Sens","1986"
"24922","Reversal of Fortune","Le Mystère von Bülow","1990"
"24923","Watchmen: Tales of the Black Freighter","Watchmen","2009"
"24924","A Most Violent Year","A Most Violent Year","2014"
"24925","Death on the Nile","Mort sur le Nil","1978"
"24926","Deepstar Six","MAL : Mutant aquatique en liberté","1989"
"24927","Wild","Wild","2014"
"24928","Revenge of the Nerds","Les Tronches","1984"
"24929","Revenge of the Nerds II: Nerds in Paradise","Revenge of the Nerds II: Nerds in Paradise","1987"
"24930","Longtime Companion","Un compagnon de longue date","1990"
"24931","4 Little Girls","4 Little Girls","1997"
"24932","River's Edge","Le Fleuve de la mort","1986"
"24933","Girls Just Want to Have Fun","School Girls","1985"
"24934","The Longest Yard","Plein la gueule","1974"
"24935","(500) Days of Summer","(500) jours ensemble","2009"
"24936","Necessary Roughness","Necessary Roughness","1991"
"24937","C.H.U.D.","CHUD","1984"
"24938","Enemy at the Gates","Stalingrad","2001"
"24939","13 Assassins","13 Assassins","2010"
"24940","Exit Wounds","Hors limites","2001"
"24941","Through the Olive Trees","Au travers des oliviers","1994"
"24942","The Dish","L'Antenne","2001"
"24943","Memento","Memento","2000"
"24944","Heartbreakers","Beautés empoisonnées","2001"
"24945","Say It Isn't So","Say It Isn't So","2001"
"24946","Someone Like You","Attraction animale","2001"
"24947","Spy Kids","Spy Kids","2001"
"24948","Tomcats","Tomcats","2001"
"24949","The Tailor of Panama","Le Tailleur de Panama","2001"
"24950","Amores Perros","Amours chiennes","2000"
"24951","Keep the River on Your Right: A Modern Cannibal Tale","Keep the River on Your Right: A Modern Cannibal Tale","2000"
"24952","The Gleaners & I","Les Glaneurs et la Glaneuse","2000"
"24953","Top Five","Top Five","2014"
"24954","Along Came a Spider","Le Masque de l'araignée","2001"
"24955","Blow","Blow","2001"
"24956","Pokémon 3: The Movie","Pokémon 3 : Le Sort des Zarbi","2001"
"24957","Bridget Jones's Diary","Le Journal de Bridget Jones","2001"
"24958","Joe Dirt","Joe La Crasse","2001"
"24959","Josie and the Pussycats","Josie et les Pussycats","2001"
"24960","Brüno","Brüno","2009"
"24961","Chopper","Chopper","2000"
"24962","The Circle","Le Cercle","2000"
"24963","Crocodile Dundee in Los Angeles","Crocodile Dundee 3","2001"
"24964","Freddy Got Fingered","Va te faire foutre Freddy !","2001"
"24965","Scarface","Scarface","1983"
"24966","Days of Wine and Roses","Le Jour du vin et des roses","1962"
"24967","Driven","Driven","2001"
"24968","The Forsaken","Les Vampires du désert","2001"
"24969","One Night at McCool's","Divine mais dangereuse","2001"
"24970","Town & Country","Potins mondains et amnésies partielles","2001"
"24971","The Librarian: The Curse of the Judas Chalice","Les Aventures de Flynn Carson : Le Secret de la coupe maudite","2008"
"24972","The Mummy Returns","Le Retour de la momie","2001"
"24973","Eureka","Eureka","2000"
"24974","Hanna","Hanna","2011"
"24975","Under the Sand","Sous le sable","2000"
"24976","Cleopatra","Cléopâtre","1963"
"24977","Krull","Krull","1983"
"24978","Lost in America","Lost in America","1985"
"24979","The Lost World","Le Monde perdu","1925"
"24980","Triumph of the Will","Le Triomphe de la volonté","1934"
"24981","True Believer","True Believer","1989"
"24982","The World According to Garp","Le Monde selon Garp","1982"
"24983","Candy","Candy","1968"
"24984","Fellini Satyricon","Satyricon","1969"
"24985","Hostel: Part II","Hostel, chapitre II","2007"
"24986","Frankie and Johnny","Frankie et Johnny","1966"
"24987","Men of War","L'Homme de guerre","1994"
"24988","Stories We Tell","Stories We Tell","2012"
"24989","For the Boys","For the Boys","1991"
"24990","Nine to Five","Nine to Five","1980"
"24991","Norma Rae","Norma Rae","1979"
"24992","Summer Rental","Les Chester en Floride","1985"
"24993","The 5,000 Fingers of Dr. T","Les 5 000 Doigts du Dr. T","1953"
"24994","Paranoid Park","Paranoid Park","2007"
"24995","Love Story","Love Story","1970"
"24996","Big Eyes","Big Eyes","2014"
"24997","Pelle the Conqueror","Pelle le Conquérant","1987"
"24998","Rififi","Du rififi chez les hommes","1955"
"24999","A Knight's Tale","Chevalier","2001"
"25000","Bread and Roses","Bread and Roses","2000"
"25001","The King Is Alive","Le roi est vivant","2000"
"25002","Startup.com","Startup.com","2001"
"25003","Angel Eyes","Angel Eyes","2001"
"25004","Shrek","Shrek","2001"
"25005","Moulin Rouge","Moulin Rouge","2001"
"25006","Surf's Up","Les Rois de la glisse","2007"
"25007","Into the Woods","Into the Woods","2014"
"25008","Harry Potter and the Half-Blood Prince","Harry Potter et le Prince de sang-mêlé","2009"
"25009","Pearl Harbor","Pearl Harbor","2001"
"25010","Himalaya","Himalaya : L'Enfance d'un chef","1999"
"25011","Fantastic Four: Rise of the Silver Surfer","Les Quatre Fantastiques et le Surfer d'argent","2007"
"25012","Roots","Roots","1977"
"25013","Nancy Drew","Nancy Drew","2007"
"25014","Ice Castles","Ice Castles","1978"
"25015","Fido","Fido","2006"
"25016","Love Potion No. 9","Love Potion","1992"
"25017","Postcards From the Edge","Bons baisers d'Hollywood","1990"
"25018","Apache","Bronco Apache","1954"
"25019","City Slickers","La Vie, l'Amour, les Vaches","1991"
"25020","Eight Men Out","Les Coulisses de l'exploit","1988"
"25021","The Kentuckian","L'Homme du Kentucky","1955"
"25022","Mississippi Burning","Mississippi Burning","1988"
"25023","The Magnificent Seven","Les Sept Mercenaires","1960"
"25024","Rio Bravo","Rio Bravo","1959"
"25025","Suspect","Suspect dangereux","1987"
"25026","Throw Momma from the Train","Balance maman hors du train","1987"
"25027","Yi Yi","Yi Yi","2000"
"25028","The Sand Pebbles","La Canonnière du Yang-Tse","1966"
"25029","Twelve O'Clock High","Un homme de fer","1949"
"25030","Von Ryan's Express","Von Ryan's Express","1965"
"25031","The Animal","Animal ! L'Animal...","2001"
"25032","Big Eden","Big Eden","2000"
"25033","Evolution","Évolution","2001"
"25034","Swordfish","Opération Espadon","2001"
"25035","The Anniversary Party","The Anniversary Party","2001"
"25036","Divided We Fall","Musíme si pomáhat","2000"
"25037","Catch-22","Catch 22","1970"
"25038","Forgotten Silver","Forgotten Silver","1996"
"25039","Point Break","Point Break","1991"
"25040","Shag","Shag","1989"
"25041","Uncommon Valor","Retour vers l'enfer","1983"
"25042","Unlawful Entry","Obsession fatale","1992"
"25043","Youngblood","Youngblood","1986"
"25044","Gentlemen Prefer Blondes","Les hommes préfèrent les blondes","1953"
"25045","How to Marry a Millionaire","Comment épouser un millionnaire","1953"
"25046","The Seven Year Itch","Sept ans de réflexion","1955"
"25047","There's No Business Like Show Business","La Joyeuse Parade","1954"
"25048","Tootsie","Tootsie","1982"
"25049","Ivan Vasilievich: Back to the Future","Ivan Vassilievitch change de profession","1973"
"25050","Atlantis: The Lost Empire","Atlantide, l'empire perdu","2001"
"25051","The Secret Life of Pets","Comme des bêtes","2016"
"25052","Lara Croft: Tomb Raider","Lara Croft: Tomb Raider","2001"
"25053","Death Proof","Boulevard de la mort","2007"
"25054","Dr. Dolittle 2","Docteur Dolittle 2","2001"
"25055","The Fast and the Furious","Fast and Furious","2001"
"25056","A.I. Artificial Intelligence","A.I. Intelligence artificielle","2001"
"25057","Baby Boy","Baby Boy","2001"
"25058","American: The Bill Hicks Story","American: The Bill Hicks Story","2009"
"25059","Crazy/Beautiful","Crazy/Beautiful","2001"
"25060","Arthur","Arthur","2011"
"25061","The Group","Le Groupe","1966"
"25062","The Adventures of Felix","Drôle de Félix","2000"
"25063","Sexy Beast","Sexy Beast","2000"
"25064","Rio","Rio","2011"
"25065","The Princess and the Warrior","La Princesse et le Guerrier","2000"
"25066","The Closet","Le Placard","2001"
"25067","Only God Forgives","Only God Forgives","2013"
"25068","Men, Women & Children","Men, Women and Children","2014"
"25069","The Crimson Rivers","Les Rivières pourpres","2000"
"25070","The Hangover Part III","Very Bad Trip 3","2013"
"25071","Lumumba","Lumumba","2000"
"25072","Cats & Dogs","Comme chiens et chats","2001"
"25073","Kiss of the Dragon","Le Baiser mortel du dragon","2001"
"25074","Scary Movie 2","Scary Movie 2","2001"
"25075","Lost and Delirious","Rebelles","2001"
"25076","Rape Me","Baise-moi","2000"
"25077","The Vertical Ray of the Sun","À la verticale de l'été","2000"
"25078","Alice","Alice","1990"
"25079","Beach Blanket Bingo","Beach Blanket Bingo","1965"
"25080","The Cannonball Run","L'Équipée du Cannonball","1981"
"25081","Cannonball Run II","Cannonball 2","1984"
"25082","Rescue Dawn","Rescue Dawn","2006"
"25083","Diary of a Chambermaid","Le Journal d'une femme de chambre","1964"
"25084","Donovan's Reef","Donovan's Reef","1963"
"25085","Melancholia","Melancholia","2011"
"25086","Dr. Goldfoot and the Bikini Machine","Dr. Goldfoot and the Bikini Machine","1965"
"25087","The Fall of the House of Usher","The Fall of the House of Usher","1960"
"25088","Faust","Faust, une légende allemande","1926"
"25089","The Last Laugh","Le Dernier des hommes","1924"
"25090","The Man Who Shot Liberty Valance","L'Homme qui tua Liberty Valance","1962"
"25091","Salvador","Salvador","1986"
"25092","The Fast and the Furious","Fast and Furious","1955"
"25093","Shadows and Fog","Ombres et Brouillard","1991"
"25094","Something Wild","Dangereuse sous tous rapports","1986"
"25095","Sons of Katie Elder","Les Quatre Fils de Katie Elder","1965"
"25096","Thor","Thor","2011"
"25097","Fast & Furious 6","Fast and Furious 6","2013"
"25098","X: The Man with the X-Ray Eyes","L'Horrible Cas du docteur X","1963"
"25099","The Imaginarium of Doctor Parnassus","L'Imaginarium du docteur Parnassus","2009"
"25100","Cheech & Chong's Nice Dreams","Cheech & Chong's Nice Dreams","1981"
"25101","The House by the Cemetery","La Maison près du cimetière","1981"
"25102","Epic","Epic : La Bataille du royaume secret","2013"
"25103","The Barefoot Contessa","La Comtesse aux pieds nus","1954"
"25104","Cries and Whispers","Cris et Chuchotements","1972"
"25105","The Garden of the Finzi-Continis","Le Jardin des Finzi-Contini","1970"
"25106","Louis C.K.: Hilarious","Hilarious","2010"
"25107","Kiss Me Deadly","En quatrième vitesse","1955"
"25108","Louis C.K.: Chewed Up","Chewed Up","2008"
"25109","The Lion in Winter","Le Lion en hiver","1968"
